NO,Order ID,SLS Tracking Number,Shopee Order SN,Sort Code Name,SOC Received time,OnHoldReason,Status,Order Account,Original ASF,Rounding ASF,Payment Method,Pickup Station,Destination Station,Next Station,Current Station,Channel
761,SPXID039508386059,ID239842419067U,230918KDA2X1SM,JATI,2023-09-19 18:32:24,Normal,SOC_Received,SPX Standard Marketplace,20300,20300,NON-COD,Cikarang Utara First Mile Hub,Kudus Hub,Semarang DC,Jakarta DC,spx
762,SPXID031288317169,ID2346601154812,230917K9J2F9MQ,KARANGANYAR,2023-09-18 19:44:38,Normal,SOC_LHPacking,Economy Marketplace Delivery,20300,20300,NON-COD,Lembang First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
763,SPXID035840747599,ID2352475349491,230917KANK6F72,MEMPAWAH HILIR,2023-09-19 01:47:07,Normal,SOC_LHTransporting,Economy Marketplace Delivery,45700,45700,COD,Jepara First Mile Hub,Mempawah Hub,Kapuk DC,Semarang DC,spx
764,SPXID039296673199,ID2348243716653,230917K6W4G25B,KALIWUNGU,2023-09-18 20:51:42,Normal,SOC_LHTransporting,Economy Marketplace Delivery,44600,44600,NON-COD,Cikarang First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
765,SPXID031617856009,ID233128188208Z,230917KA89V32W,KALIWUNGU SELATAN,2023-09-19 01:03:30,Normal,SOC_Received,Economy Marketplace Delivery,18300,18300,COD,Teluknaga First Mile Hub,Kaliwungu Hub,Semarang DC,Jakarta DC,spx
766,SPXID033331079129,ID238635747704P,230917K3QP4HYD,SINGOROJO,2023-09-18 21:40:22,Normal,SOC_LHTransported,SPX Standard Marketplace,21300,21300,COD,Taman Sari First Mile Hub,Boja Hub,Boja Hub,Semarang DC,spx
767,SPXID038608834499,ID234317048736O,230917JBGAEC5W,PATEBON,2023-09-18 18:43:35,Normal,SOC_LHTransported,Economy Marketplace Delivery,36600,36600,COD,Pamulang First Mile Hub,Kendal Hub,Semarang DC,Jakarta DC,spx
768,SPXID033459375949,ID230343369793Q,230917K4FJ1HA5,TEMBALANG,2023-09-18 23:25:12,Normal,SOC_LHPacking,SPX Standard Marketplace,17300,17300,NON-COD,Daan Mogot First Mile Hub,Tembalang Hub,Tembalang Hub,Semarang DC,spx
769,SPXID037757058109,ID235960510330R,230917K5B8YESK,DEMAK,2023-09-18 23:25:12,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Daan Mogot First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
770,SPXID031701442069,ID2343455250314,230916GE7VR6XR,CIBITUNG,2023-09-19 21:32:44,Normal,SOC_Packed,Economy Marketplace Delivery,162000,162000,NON-COD,Kudus First Mile Hub,Cikarang Barat Hub,Semarang DC,Semarang DC,spx
771,SPXID036197063169,ID2390016793716,230917H30FPDWC,MEDAN SELAYANG,2023-09-18 22:26:14,Normal,SOC_LHTransporting,Economy Marketplace Delivery,31500,31500,NON-COD,Kudus First Mile Hub,Medan Selayang Hub,Kapuk DC,Semarang DC,spx
772,SPXID031944178759,ID239473872067N,230917J3FWWU1M,TIRTOYUDO,2023-09-19 21:20:17,Normal,SOC_LHTransporting,Economy Marketplace Delivery,19800,19800,NON-COD,Kudus First Mile Hub,Dampit Hub,Surabaya DC,Semarang DC,spx
773,SPXID031476869409,ID232668578810N,230916FMFDCG9B,WELERI,2023-09-19 02:03:24,Normal,SOC_Received,Economy Marketplace Delivery,18300,18300,COD,Palmerah First Mile Hub,Weleri Hub,Weleri Hub,Semarang DC,spx
774,SPXID032372706559,ID231637488324W,230916FJRX1588,GENUK,2023-09-19 02:59:57,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,NON-COD,Palmerah First Mile Hub,Semarang Timur Hub,Semarang Timur Hub,Semarang DC,spx
775,SPXID032981239759,ID232979577296U,230917JGT8A6KA,PEDURUNGAN,2023-09-19 02:01:33,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,NON-COD,Palmerah First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
776,SPXID031562875369,ID235324237091S,230917JVSEN8TA,CLUWAK,2023-09-19 01:03:54,Normal,SOC_Received,Economy Marketplace Delivery,22300,22300,COD,Tigaraksa First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
777,SPXID036303996849,ID232437864668U,230917K7T85C7N,MARGOYOSO,2023-09-19 01:05:17,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,COD,Tigaraksa First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
778,SPXID032880879479,ID2329571064710,230917K99DW5Q6,JAKEN,2023-09-18 22:11:32,Normal,SOC_LHTransported,Economy Marketplace Delivery,20300,20300,COD,Baleendah First Mile Hub,Juwana Hub,Semarang DC,Bandung DC,spx
779,SPXID037596107549,ID2383029101508,230917K7UDEHTC,GEYER,2023-09-19 01:34:11,Normal,SOC_Packed,SPX Standard Marketplace,23000,23000,COD,Daan Mogot First Mile Hub,Purwodadi Hub,Purwodadi Hub,Semarang DC,spx
780,SPXID038916019209,ID237079980283W,230917JYK824XP,WELAHAN,2023-09-19 21:11:40,Normal,SOC_LHTransporting,SPX Standard Marketplace,19200,19200,NON-COD,Jember First Mile Hub,Mayong Hub,Semarang DC,Surabaya DC,spx
781,SPXID037145309719,ID2397442175863,230918KD7NKBBX,PEDURUNGAN,2023-09-18 20:13:37,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Ciampea First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
782,SPXID031773186369,ID236095986090S,230917JFSMYTHW,NGADIREJO,2023-09-18 23:23:31,Normal,SOC_LHPacking,SPX Standard Marketplace,22300,22300,COD,Daan Mogot First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
783,SPXID034604415789,ID231906674359S,230917JFX6UNCT,TEMBALANG,2023-09-19 20:23:58,Normal,SOC_LHTransporting,SPX Standard Marketplace,17300,17300,NON-COD,Daan Mogot First Mile Hub,Tembalang Hub,Semarang DC,Jakarta DC,spx
784,SPXID030936351129,ID234213598986Y,230917JVTJVWX0,BRANGSONG,2023-09-18 17:42:13,Normal,SOC_Packed,Economy Marketplace Delivery,18300,18300,NON-COD,Ciampea First Mile Hub,Kaliwungu Hub,Kaliwungu Hub,Semarang DC,spx
785,SPXID035438624929,ID236149056616Z,230917K3TS9VB2,SEMARANG BARAT,2023-09-18 23:49:28,Normal,SOC_Received,SPX Standard Marketplace,17300,17300,COD,Cakung First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
786,SPXID035084783679,ID233238493620D,230917JXTGEENR,DURI MANDAU,2023-09-19 00:07:06,Normal,SOC_LHTransporting,Economy Marketplace Delivery,40700,40700,COD,Pedurungan First Mile Hub,Mandau Hub,Kapuk DC,Semarang DC,spx
787,SPXID033491448779,ID2397425257338,230917K9EQNNHD,TEMBALANG,2023-09-19 17:24:23,Normal,SOC_LHTransporting,Economy Marketplace Delivery,14700,14700,NON-COD,Ciledug First Mile Hub,Tembalang Hub,Semarang DC,Jakarta DC,spx
788,SPXID034613627799,ID2345283045342,230916GESN6DNW,TEMBALANG,2023-09-18 21:03:53,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Antapani First Mile Hub,Tembalang Hub,Tembalang Hub,Semarang DC,spx
789,SPXID034705552779,ID231532674032W,230916GM56HB4M,MRANGGEN,2023-09-18 23:27:46,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,NON-COD,Tamansari Bogor First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
790,SPXID034845876369,ID239321466140V,230916GMH05AP7,SEMARANG UTARA,2023-09-18 23:29:14,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,COD,Tamansari Bogor First Mile Hub,Semarang Tengah Hub,Semarang Tengah Hub,Semarang DC,spx
791,SPXID039054049819,ID237423042847A,230916GMV03457,SEMARANG TIMUR,2023-09-18 23:27:08,Normal,SOC_LHTransported,Economy Marketplace Delivery,14700,14700,COD,Tamansari Bogor First Mile Hub,Semarang Timur Hub,Semarang DC,Jakarta DC,spx
792,SPXID038636884989,ID233243326773Y,230918KCJVVK1B,PUCAKWANGI,2023-09-18 15:27:16,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,COD,Neglasari First Mile Hub,Juwana Hub,Semarang DC,Jakarta DC,spx
793,SPXID032693836419,ID237873153200Q,230917GWJ1VSR1,SEMARANG UTARA,2023-09-19 18:06:39,Normal,SOC_LHTransporting,SPX Standard Marketplace,17300,17300,COD,Daan Mogot First Mile Hub,Semarang Tengah Hub,Semarang DC,Jakarta DC,spx
794,SPXID039660344189,ID2349593421282,230916GP0FB0N5,BONANG,2023-09-18 23:23:31,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Daan Mogot First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
795,SPXID032159594439,ID2325175173170,230917HT982BV8,TERSONO,2023-09-19 00:06:55,Normal,SOC_LHTransporting,SPX Standard Marketplace,22400,22400,COD,Bogor First Mile Hub,Banyuputih Hub,Semarang DC,Bandung DC,spx
796,SPXID039562675919,ID239386423699P,230917K2PQDCS9,TAYU,2023-09-18 19:10:39,Normal,SOC_LHTransported,Marketplace Collection,11500,11500,NON-COD,Curug First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
797,SPXID033218628909,ID239062116898O,230917K2GNRPNM,BOJA,2023-09-18 23:46:19,Normal,SOC_Received,Economy Marketplace Delivery,18300,18300,NON-COD,Cakung First Mile Hub,Boja Hub,Boja Hub,Semarang DC,spx
798,SPXID037121039849,ID2351563197329,230916GH123XYJ,JAKEN,2023-09-18 23:25:12,Normal,SOC_Packed,SPX Standard Marketplace,23400,23400,COD,Daan Mogot First Mile Hub,Juwana Hub,Juwana Hub,Semarang DC,spx
799,SPXID038736102119,ID2335017918208,230916G5UQKR8E,WEDUNG,2023-09-18 23:23:31,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Daan Mogot First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
800,SPXID038019215259,ID2336593447130,230918KC9CR336,GUNUNGPATI,2023-09-19 00:46:03,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Cengkareng First Mile Hub,Gunungpati Hub,Gunungpati Hub,Semarang DC,spx
801,SPXID038424847399,ID2376556381122,230917KBTUAH02,GUNUNGPATI,2023-09-19 00:42:05,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,NON-COD,Tanjung Priok First Mile Hub,Gunungpati Hub,Gunungpati Hub,Semarang DC,spx
802,SPXID037431405339,ID2338333566870,230917K2ADJ8J9,JUWANA,2023-09-18 20:30:36,Normal,SOC_Packed,SPX Standard Marketplace,16200,16200,COD,Mojokerto First Mile Hub,Juwana Hub,Juwana Hub,Semarang DC,spx
803,SPXID033610588449,ID238006280167Z,230917K4PVMYG6,SUMBER,2023-09-20 01:43:47,Normal,SOC_LHTransporting,Marketplace Collection,14000,14000,NON-COD,Pademangan First Mile Hub,Rembang Hub,Semarang DC,Jakarta DC,spx
804,SPXID038184302929,ID237533724195Y,230917K5MXWF8Y,SUMBER,2023-09-20 07:01:01,Normal,SOC_Packed,Marketplace Collection,14000,14000,NON-COD,Pademangan First Mile Hub,Rembang Hub,Semarang DC,Jakarta DC,spx
805,SPXID031266740289,ID230992540471Z,230918KD44453Q,PATI,2023-09-18 22:09:20,Normal,SOC_Packed,SPX Standard Marketplace,23400,23400,NON-COD,Duren Sawit First Mile Hub,Pati Hub,Pati Hub,Semarang DC,spx
806,SPXID034506897849,ID232335139223T,230917K71DS960,TUGU,2023-09-18 21:58:19,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Taman Sari First Mile Hub,Ngaliyan Hub,Ngaliyan Hub,Semarang DC,spx
807,SPXID030836616059,ID232659395803X,230917GUVQP9G0,MIJEN,2023-09-18 22:46:31,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Kamal First Mile Hub,Ngaliyan Hub,Ngaliyan Hub,Semarang DC,spx
808,SPXID036797608179,ID231374384116A,230917K2S6JE8P,PATEBON,2023-09-18 18:22:24,Normal,SOC_LHTransporting,Economy Marketplace Delivery,36600,36600,NON-COD,Pamulang First Mile Hub,Kendal Hub,Semarang DC,Jakarta DC,spx
809,SPXID031836450679,ID239643689578B,230917JEYAVDKD,KARANG TENGAH,2023-09-19 00:08:19,Normal,SOC_LHPacking,SPX Standard Marketplace,21300,21300,COD,Taman Sari First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
810,SPXID034036900199,ID2389598439763,230916GNUVG8YT,TEMBALANG,2023-09-19 18:03:53,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Pamulang First Mile Hub,Tembalang Hub,Tembalang Hub,Semarang DC,spx
811,SPXID031031815699,ID234988621029O,230917K3J9H7B2,MRANGGEN,2023-09-19 20:42:38,Normal,SOC_LHTransported,SPX Standard Marketplace,15200,15200,NON-COD,Bojonegoro First Mile Hub,Pedurungan Hub,Semarang DC,Surabaya DC,spx
812,SPXID031898737959,ID2360574879837,230917K1YS0X9R,CEPIRING,2023-09-19 20:47:01,Normal,SOC_LHTransported,SPX Standard Marketplace,15200,15200,NON-COD,Bojonegoro First Mile Hub,Kendal Hub,Semarang DC,Surabaya DC,spx
813,SPXID036740494089,ID230746260847X,230917K6YSBXRX,SEMARANG TENGAH,2023-09-19 00:06:15,Normal,SOC_LHPacking,Economy Marketplace Delivery,12100,12100,COD,Mulyorejo First Mile Hub,Semarang Tengah Hub,Semarang Tengah Hub,Semarang DC,spx
814,SPXID038726184269,ID2371210861832,230917K2MV9K08,GAJAH MUNGKUR,2023-09-19 20:49:30,Normal,SOC_LHTransported,SPX Standard Marketplace,16200,16200,NON-COD,Bojonegoro First Mile Hub,Semarang Hub,Semarang DC,Surabaya DC,spx
815,SPXID030715896689,ID235179427950R,230918KCG47AAK,GUBUG,2023-09-19 19:19:41,Normal,SOC_LHTransporting,Economy Marketplace Delivery,22300,22300,NON-COD,Benda First Mile Hub,Gubug Hub,Semarang DC,Jakarta DC,spx
816,SPXID030786762859,ID231211443639M,230917JU09GDGD,BANYUMANIK,2023-09-18 15:44:07,Normal,SOC_Packed,Economy Marketplace Delivery,29400,29400,NON-COD,Pamulang First Mile Hub,Banyumanik Hub,Banyumanik Hub,Semarang DC,spx
817,SPXID031977077409,ID2308671945321,230917K7WNVM6K,SUKOREJO,2023-09-18 18:50:56,Normal,SOC_LHTransporting,Economy Marketplace Delivery,20300,20300,NON-COD,Soreang First Mile Hub,Sukorejo Kendal Hub,Semarang DC,Bandung DC,spx
818,SPXID038452509919,ID2314868223377,230917HDTW6S9N,CIKAUM,2023-09-19 00:07:40,Normal,SOC_LHTransporting,SPX Standard Marketplace,27400,27400,COD,Pedurungan First Mile Hub,Purwadadi Hub,Cakung DC,Semarang DC,spx
819,SPXID036772055379,ID230277104210M,230917K2N2YF2X,BANYUMANIK,2023-09-19 20:47:28,Normal,SOC_LHTransported,Economy Marketplace Delivery,12100,12100,NON-COD,Bojonegoro First Mile Hub,Banyumanik Hub,Semarang DC,Surabaya DC,spx
820,SPXID038167179869,ID235966269159V,230917JWGV71T6,DEMAK,2023-09-19 19:16:42,Normal,SOC_LHPacking,SPX Standard Marketplace,20300,20300,COD,Kedawung First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
821,SPXID037183879049,ID230176703207U,230917K358R8W7,NGALIYAN,2023-09-19 23:43:40,Normal,SOC_Packed,Economy Marketplace Delivery,8100,8100,NON-COD,Sleman First Mile Hub,Ngaliyan Hub,Semarang DC,Solo DC,spx
822,SPXID038779901889,ID232638603972D,230918KD38F4U7,BONANG,2023-09-19 00:08:30,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Kembangan First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
823,SPXID039360097609,ID2319444509196,230917K9H6RRBT,JAMBU,2023-09-18 21:40:53,Normal,SOC_Packed,Economy Marketplace Delivery,19300,19300,NON-COD,Bantargebang First Mile Hub,Ambarawa Hub,Ambarawa Hub,Semarang DC,spx
824,SPXID034173503739,ID234267294185B,230917K5YGFVY9,UNGARAN TIMUR,2023-09-19 00:08:19,Normal,SOC_Packed,SPX Standard Marketplace,21300,21300,COD,Taman Sari First Mile Hub,Ungaran Hub,Ungaran Hub,Semarang DC,spx
825,SPXID037223271159,ID233209507926C,230917JD6H40YK,WONOSALAM,2023-09-18 18:43:24,Normal,SOC_LHTransported,SPX Standard Marketplace,44600,44600,NON-COD,Pamulang First Mile Hub,Demak Hub,Semarang DC,Jakarta DC,spx
826,SPXID037193970639,ID2351107985799,230918KCXFWHX7,DAWE,2023-09-18 19:44:04,Normal,SOC_Received,SPX Standard Marketplace,22400,22400,NON-COD,Ciampea First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
827,SPXID036086641739,ID230040161049A,230917K2HP8HBD,MIJEN,2023-09-18 22:54:40,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Cibodas First Mile Hub,Ngaliyan Hub,Ngaliyan Hub,Semarang DC,spx
828,SPXID039357653049,ID2381083340313,230918KD2DRWPY,KLEDUNG,2023-09-18 18:25:53,Normal,SOC_LHPacking,Economy Marketplace Delivery,24400,24400,COD,Tigaraksa First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
829,SPXID038051973109,ID236739177193N,230917JVYSS16F,SEMARANG TENGAH,2023-09-20 02:12:04,Normal,SOC_LHTransporting,Economy Marketplace Delivery,14700,14700,NON-COD,Pademangan First Mile Hub,Semarang Tengah Hub,Semarang DC,Jakarta DC,spx
830,SPXID038773854469,ID2381153300041,230917JE8DGWQ8,TEMBALANG,2023-09-18 17:28:23,Normal,SOC_Packed,Economy Marketplace Delivery,12100,12100,NON-COD,Malang First Mile Hub,Tembalang Hub,Tembalang Hub,Semarang DC,spx
831,SPXID030920808129,ID2311077089246,230917JQS3SXGQ,JATI,2023-09-19 21:50:11,Normal,SOC_LHTransporting,SPX Standard Marketplace,23400,23400,NON-COD,Kebon Jeruk First Mile Hub,Kudus Hub,Semarang DC,Jakarta DC,spx
832,SPXID039550419679,ID2394467722539,230916GKPBK004,UNGARAN BARAT,2023-09-19 19:48:28,Normal,SOC_LHTransporting,Economy Marketplace Delivery,14200,14200,NON-COD,Mojoroto First Mile Hub,Ungaran Hub,Semarang DC,Surabaya DC,spx
833,SPXID031368577629,ID2397287637781,230917K4032E3M,TEMANGGUNG,2023-09-18 11:02:17,Normal,SOC_Received,Economy Marketplace Delivery,24400,24400,NON-COD,Cikarang First Mile Hub,Temanggung Hub,Temanggung Hub,Semarang DC,spx
834,SPXID030378442739,ID239307350734I,230918KC62TV3A,PURWODADI,2023-09-18 21:31:52,Normal,SOC_LHTransporting,SPX Standard Marketplace,18200,18200,COD,Tulungagung First Mile Hub,Purwodadi Hub,Purwodadi Hub,Semarang DC,spx
835,SPXID035760633329,ID234177251933F,230917J56WGK05,RINGINARUM,2023-09-19 16:32:51,Normal,SOC_LHTransported,SPX Standard Marketplace,15200,15200,COD,Sukoharjo First Mile Hub,Weleri Hub,Weleri Hub,Semarang DC,spx
836,SPXID036645113409,ID232264265289V,230917K1RQ3040,KALINYAMATAN,2023-09-19 20:26:05,Normal,SOC_LHTransporting,Economy Marketplace Delivery,22300,22300,COD,Bantargebang First Mile Hub,Mayong Hub,Semarang DC,Jakarta DC,spx
837,SPXID036079215269,ID238316728538H,230917K86QSHFJ,KARANGAWEN,2023-09-19 19:13:39,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,COD,Pegadungan First Mile Hub,Guntur Hub,Semarang DC,Jakarta DC,spx
838,SPXID038386122999,ID237876524093V,230918KBWDA6R7,KARANG TENGAH,2023-09-19 19:14:45,Normal,SOC_LHTransported,SPX Standard Marketplace,21300,21300,COD,Pegadungan First Mile Hub,Demak Hub,Semarang DC,Jakarta DC,spx
839,SPXID035316411589,ID231316671797W,230917K700YRBV,DEMAK,2023-09-19 17:05:55,Normal,SOC_LHTransporting,SPX Standard Marketplace,42600,42600,COD,Pegadungan First Mile Hub,Demak Hub,Semarang DC,Jakarta DC,spx
840,SPXID031094379079,ID2335368325516,230918KCEA2Q6E,SIDOREJO,2023-09-19 03:00:40,Normal,SOC_Received,Economy Marketplace Delivery,18300,18300,NON-COD,Teluknaga First Mile Hub,Salatiga Hub,Salatiga Hub,Semarang DC,spx
841,SPXID035743773729,ID2312409921680,230917JVGGGH3T,KRANGGAN,2023-09-19 20:47:08,Normal,SOC_LHTransported,SPX Standard Marketplace,18300,18300,COD,Malang First Mile Hub,Temanggung Hub,Semarang DC,Surabaya DC,spx
842,SPXID030640089429,ID2311906121478,230917K2HWV7BW,TUGU,2023-09-19 19:08:53,Normal,SOC_LHTransported,SPX Standard Marketplace,17300,17300,COD,Pegadungan First Mile Hub,Ngaliyan Hub,Semarang DC,Jakarta DC,spx
843,SPXID033413952799,ID2316700017872,230917K2QRS6G3,REMBANG,2023-09-19 19:13:25,Normal,SOC_Received,SPX Standard Marketplace,22400,22400,NON-COD,Pegadungan First Mile Hub,Rembang Hub,Semarang DC,Jakarta DC,spx
844,SPXID033864575969,ID234772371039P,230917JCRQJGCF,TINGKIR,2023-09-19 17:01:26,Normal,SOC_LHTransporting,SPX Standard Marketplace,16200,16200,NON-COD,Kalasan First Mile Hub,Salatiga Hub,Salatiga Hub,Semarang DC,spx
845,SPXID035251769909,ID2383504857013,230917K2KBNT97,DEMAK,2023-09-19 19:13:04,Normal,SOC_LHTransported,SPX Standard Marketplace,21300,21300,NON-COD,Pegadungan First Mile Hub,Demak Hub,Semarang DC,Jakarta DC,spx
846,SPXID037500719569,ID231069012807T,230917K2TXT3T9,TANGGUNGHARJO,2023-09-19 19:05:19,Normal,SOC_LHTransported,SPX Standard Marketplace,22400,22400,COD,Pegadungan First Mile Hub,Gubug Hub,Semarang DC,Jakarta DC,spx
847,SPXID031266032519,ID236438859504H,230917JA3G2RA7,CEPU,2023-09-18 19:01:25,Normal,SOC_Packed,SPX Standard Marketplace,46800,46800,COD,Pamulang First Mile Hub,Blora Hub,Semarang DC,Solo DC,spx
848,SPXID032729279889,ID235308800560Z,230917JTADGABG,TAYU,2023-09-18 23:15:00,Normal,SOC_LHTransported,SPX Standard Marketplace,17200,17200,COD,Rungkut First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
849,SPXID031762848189,ID233478185205W,230917K0XFSGJJ,CEPIRING,2023-09-18 17:15:11,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,NON-COD,Lembang First Mile Hub,Kendal Hub,Kendal Hub,Semarang DC,spx
850,SPXID038054483589,ID2396198814692,230917K5P61JFB,TAHUNAN,2023-09-19 20:20:17,Normal,SOC_LHTransported,Economy Marketplace Delivery,22300,22300,COD,Kamal First Mile Hub,Jepara Hub,Semarang DC,Jakarta DC,spx
851,SPXID039654908519,ID2333909112020,230917KA18U61G,MARGOYOSO,2023-09-19 02:56:20,Normal,SOC_LHTransported,Economy Marketplace Delivery,22300,22300,COD,Kamal First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
852,SPXID037855826079,ID238962290122Z,230918KCR9HDRY,MIJEN,2023-09-18 22:45:50,Normal,SOC_LHTransported,Economy Marketplace Delivery,14700,14700,COD,Tanjung Priok First Mile Hub,Ngaliyan Hub,Semarang DC,Jakarta DC,spx
853,SPXID035504114179,ID230428933278U,230917JS9ENXVQ,SUKOLILO,2023-09-19 06:27:28,Normal,SOC_Received,SPX Standard Marketplace,23400,23400,COD,Palmerah First Mile Hub,Kayen Hub,Kayen Hub,Semarang DC,spx
854,SPXID039953251399,ID2356331798920,230917JU9WFR4G,KARANGAWEN,2023-09-18 22:19:15,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,COD,Kamal First Mile Hub,Guntur Hub,Demak Hub,Semarang DC,spx
855,SPXID033387363709,ID232060438671S,230917JA3F5MEH,AMBARAWA,2023-09-18 22:52:41,Normal,SOC_Packed,Economy Marketplace Delivery,16200,16200,NON-COD,Cibodas First Mile Hub,Ambarawa Hub,Ambarawa Hub,Semarang DC,spx
856,SPXID039887468509,ID2391510844956,230917JMN676R7,GEBOG,2023-09-18 17:32:08,Normal,SOC_Received,SPX Standard Marketplace,22400,22400,NON-COD,Ciampea First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
857,SPXID032472897249,ID237457651841S,230917K4WSWT45,TOROH,2023-09-19 20:28:19,Normal,SOC_Received,SPX Standard Marketplace,22400,22400,NON-COD,Kamal First Mile Hub,Purwodadi Hub,Purwodadi Hub,Semarang DC,spx
858,SPXID034691946369,ID2335935642537,230917K9U3DM5R,JEPARA,2023-09-19 09:51:40,Normal,SOC_Packed,SPX Standard Marketplace,23400,23400,COD,Kamal First Mile Hub,Jepara Hub,Jepara Hub,Semarang DC,spx
859,SPXID035851076199,ID230930359538X,230917K36FUF4E,MRANGGEN,2023-09-19 12:26:28,Normal,SOC_Packed,SPX Standard Marketplace,21300,21300,COD,Kamal First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
860,SPXID036751718889,ID233407677509O,230917KA9UF60W,MARGOYOSO,2023-09-19 00:07:38,Normal,SOC_Received,SPX Standard Marketplace,23400,23400,COD,Palmerah First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
861,SPXID034900986549,ID2386889360975,230918KCYFCGCN,GEMUH,2023-09-18 17:29:23,Normal,SOC_Packed,SPX Standard Marketplace,20300,20300,COD,Soreang First Mile Hub,Weleri Hub,Weleri Hub,Semarang DC,spx
862,SPXID039063241299,ID2355394964928,230917J7QSQSKM,WONOBOYO,2023-09-19 00:22:15,Normal,SOC_LHPacking,SPX Standard Marketplace,22300,22300,COD,Tambora 2 First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
863,SPXID039576675109,ID2363138621684,230917K2Y85UMV,SEMARANG BARAT,2023-09-19 22:18:23,Normal,SOC_Packed,SPX Standard Marketplace,9100,9100,NON-COD,Buaran First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
864,SPXID036281005349,ID238889233476A,230917K3XGKAK6,JATI,2023-09-19 00:12:25,Normal,SOC_Packed,SPX Standard Marketplace,18300,18300,NON-COD,Bogor Barat First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
865,SPXID039086610779,ID233285088377U,230917J8H94MN1,PATI,2023-09-18 23:58:43,Normal,SOC_LHTransported,SPX Standard Marketplace,22400,22400,COD,Larangan Tangerang First Mile Hub,Pati Hub,Semarang DC,Jakarta DC,spx
866,SPXID030884378829,ID239282369516K,230917HW0SY0H7,WEDARIJAKSA,2023-09-18 19:21:44,Normal,SOC_LHTransporting,Economy Marketplace Delivery,22300,22300,COD,Cipondoh First Mile Hub,Pati Hub,Pati Hub,Semarang DC,spx
867,SPXID034260320869,ID2321447972515,230917K1WDP3MH,MEDAN AMPLAS,2023-09-19 22:22:19,Normal,SOC_LHTransporting,Economy Marketplace Delivery,32500,32500,COD,Jepara First Mile Hub,Medan Amplas Hub,Kapuk DC,Semarang DC,spx
868,SPXID034956837159,ID2301146704623,230917K87S59BV,SAMARINDA ULU,2023-09-19 20:18:25,Normal,SOC_LHTransporting,Economy Marketplace Delivery,47200,47200,NON-COD,Jepara First Mile Hub,Samarinda Hub,Surabaya DC,Semarang DC,spx
869,SPXID039446113049,ID230301657513P,230917K3WPSSF5,PINANG (PENANG),2023-09-19 22:44:06,Normal,SOC_LHTransporting,SPX Standard Marketplace,18300,18300,NON-COD,Jepara First Mile Hub,Tangerang Hub,Cakung DC,Semarang DC,spx
